season,week,celebrity_name,judge_total,fan_votes,adjusted_judge_score,adjusted_fan_votes,judge_weight,fan_weight,combined_rank,combined_percent,voting_method,is_eliminated_new_system,age,pro_dancer,industry,region
17,1,Jack Osbourne,86.49989999999998,1691108.2993483562,86.24882693084025,1686052.010528426,0.5076828360544932,0.4923171639455069,3.0,16.340069195147162,percent,False,27.0,Cheryl Burke,TV Personality,England
17,1,Bill Nye,14.0,645009.1488035957,14.213269755579356,654962.5796254296,0.5076828360544932,0.4923171639455069,8.553779852381453,4.550505822476999,percent,False,57.0,Tyne Stecklein,TV Personality,United States
17,2,Valerie Harper,19.0,393907.4181300167,19.202646408636237,398249.59190147265,0.535265472628533,0.46473452737146703,10.0,5.715242267929599,percent,False,74.0,Tristan MacManus,Actor/Actress,United States
17,2,Brant Daugherty,23.0,770534.5839101322,22.99240920040397,770220.0900891647,0.535265472628533,0.46473452737146703,7.464734527371467,8.20791775325845,percent,False,28.0,Peta Murgatroyd,Actor/Actress,United States
17,2,Elizabeth Berkley Lauren,25.0,967801.4581095624,24.937290517360488,965398.661152621,0.535265472628533,0.46473452737146703,3.394203582114401,9.507079222860572,percent,False,39.0,Valentin Chmerkovskiy,Actor/Actress,United States
17,2,Leah Remini,24.0,1051218.2800701223,24.058076345835843,1053828.8639142418,0.535265472628533,0.46473452737146703,4.0,9.741590496413393,percent,False,43.0,Tony Dovolani,Actor/Actress,United States
17,2,Corbin Bleu,26.0,1461372.9342613027,25.93351823308719,1457467.1522958174,0.535265472628533,0.46473452737146703,1.0,11.996512671688428,percent,False,24.0,Karina Smirnoff,Actor/Actress,United States
17,2,Amber Riley,24.0,1315836.9833654852,23.826317672649235,1306200.151377557,0.535265472628533,0.46473452737146703,4.141061890514131,10.868971626182127,percent,False,27.0,Derek Hough,Actor/Actress,United States
17,2,Keyshawn Johnson,18.0,198284.82343600824,17.993661671988527,198223.83249864084,0.535265472628533,0.46473452737146703,11.464734527371467,4.541558749949946,percent,True,41.0,Sharna Burgess,Athlete,United States
17,2,Bill Engvall,21.0,892601.1697347215,21.09576952856025,896838.2177416295,0.535265472628533,0.46473452737146703,7.535265472628533,8.415418136609777,percent,False,56.0,Emma Slater,Comedian,United States
17,2,Christina Milian,25.0,955863.734416446,24.896334441014595,951852.7366095033,0.535265472628533,0.46473452737146703,4.394203582114401,9.435826913252761,percent,False,31.0,Mark Ballas,Singer/Rapper,United States
17,2,"Nicole ""Snooki"" Polizzi",20.0,498509.7152465575,19.975752687939217,497852.30221673613,0.535265472628533,0.46473452737146703,9.0,6.334092857391294,percent,False,25.0,Sasha Farber,TV Personality,Chile
17,2,Jack Osbourne,24.0,1248190.0909212315,23.93033802744473,1244458.0948070236,0.535265472628533,0.46473452737146703,4.070530945257066,10.602679119389316,percent,False,27.0,Cheryl Burke,TV Personality,England
17,2,Bill Nye,17.0,245878.8083984145,17.258970417489216,249673.07661071513,0.535265472628533,0.46473452737146703,11.535265472628533,4.633110185074344,percent,False,57.0,Tyne Stecklein,TV Personality,United States
17,3,Valerie Harper,16.0,211648.4859518057,16.170649607272622,213981.55829868125,0.5246808409457481,0.47531915905425187,10.524680840945749,4.344593447743721,percent,False,74.0,Tristan MacManus,Actor/Actress,United States
17,3,Brant Daugherty,27.0,1054350.4880665746,26.991089061343786,1053920.1547362413,0.5246808409457481,0.47531915905425187,2.4259574771627554,10.567322796181276,percent,False,28.0,Peta Murgatroyd,Actor/Actress,United States
17,3,Elizabeth Berkley Lauren,25.0,927584.6310810656,24.937290517360488,925281.6819480681,0.5246808409457481,0.47531915905425187,6.425957477162756,9.53271144321084,percent,False,39.0,Valentin Chmerkovskiy,Actor/Actress,United States
17,3,Leah Remini,24.0,1006997.2358509708,24.058076345835843,1009498.0016432193,0.5246808409457481,0.47531915905425187,6.524680840945748,9.752607836617901,percent,False,43.0,Tony Dovolani,Actor/Actress,United States
17,3,Corbin Bleu,26.0,1369059.9560539084,25.93351823308719,1365400.897123324,0.5246808409457481,0.47531915905425187,1.524680840945748,11.831993790617432,percent,False,24.0,Karina Smirnoff,Actor/Actress,United States
17,3,Amber Riley,24.0,1245887.1579794895,23.826317672649235,1236762.6194772678,0.5246808409457481,0.47531915905425187,5.148085045674488,10.786398453088976,percent,False,27.0,Derek Hough,Actor/Actress,United States
17,3,Bill Engvall,24.0,1098601.3787331376,24.109450889783144,1103816.27978859,0.5246808409457481,0.47531915905425187,4.574042522837244,10.211999681343766,percent,False,56.0,Emma Slater,Comedian,United States
17,3,Christina Milian,26.0,990967.5595741292,25.892187818655184,986809.259007752,0.5246808409457481,0.47531915905425187,4.901276636217007,10.021921734155132,percent,False,31.0,Mark Ballas,Singer/Rapper,United States
17,3,"Nicole ""Snooki"" Polizzi",25.0,895253.5669390716,24.96969085992402,894072.9452943987,0.5246808409457481,0.47531915905425187,6.376595795271259,9.390866030852546,percent,False,25.0,Sasha Farber,TV Personality,Chile
17,3,Jack Osbourne,22.0,1036497.6500259376,21.936143191824335,1033398.5986631542,0.5246808409457481,0.47531915905425187,7.098723363782992,9.429855124724046,percent,False,27.0,Cheryl Burke,TV Personality,England
17,3,Bill Nye,16.0,163151.88974391035,16.243736863519263,165669.56108396754,0.5246808409457481,0.47531915905425187,10.475319159054251,4.129729661464368,percent,True,57.0,Tyne Stecklein,TV Personality,United States
17,4,Valerie Harper,18.0,179073.73168655124,18.1919808081817,181047.72157630097,0.529851603277784,0.4701483967222159,10.0,4.923221948353687,percent,True,74.0,Tristan MacManus,Actor/Actress,United States
17,4,Brant Daugherty,21.0,573213.270614536,20.99306926993406,572979.3135210203,0.529851603277784,0.4701483967222159,9.0,7.396144614413295,percent,False,28.0,Peta Murgatroyd,Actor/Actress,United States
17,4,Elizabeth Berkley Lauren,27.0,1182086.1221252626,26.93227375874933,1179151.3126007624,0.529851603277784,0.4701483967222159,2.410445190166648,11.580387203767868,percent,False,39.0,Valentin Chmerkovskiy,Actor/Actress,United States
17,4,Leah Remini,24.0,1048085.6134020257,24.058076345835843,1050688.4176164072,0.529851603277784,0.4701483967222159,4.470148396722216,10.332171917315964,percent,False,43.0,Tony Dovolani,Actor/Actress,United States
17,4,Corbin Bleu,27.0,1595715.556172332,26.93096124205208,1591450.7193909578,0.529851603277784,0.4701483967222159,2.0,13.522223603590714,percent,False,24.0,Karina Smirnoff,Actor/Actress,United States
17,4,Amber Riley,27.0,1611663.5726220785,26.804607381730392,1599860.1871976175,0.529851603277784,0.4701483967222159,2.059703206555568,13.533564988238554,percent,False,27.0,Derek Hough,Actor/Actress,United States
17,4,Bill Engvall,21.0,851292.3278178505,21.09576952856025,855333.2887567081,0.529851603277784,0.4701483967222159,7.529851603277784,8.749147576178892,percent,False,56.0,Emma Slater,Comedian,United States
17,4,Christina Milian,24.0,877649.6956003379,23.900481063374013,873966.8997398317,0.529851603277784,0.4701483967222159,6.529851603277784,9.464466444154336,percent,False,31.0,Mark Ballas,Singer/Rapper,United States
17,4,"Nicole ""Snooki"" Polizzi",24.0,847748.6564412481,23.97090322552706,846630.6822158465,0.529851603277784,0.4701483967222159,6.410445190166648,9.351456349047666,percent,False,25.0,Sasha Farber,TV Personality,Chile
17,4,Jack Osbourne,24.0,1233471.4535177776,23.93033802744473,1229783.4650415054,0.529851603277784,0.4701483967222159,4.589554809833352,11.14721535493902,percent,False,27.0,Cheryl Burke,TV Personality,England
17,5,Brant Daugherty,27.0,1216651.1694442455,26.991089061343786,1216154.5930633107,0.5086828494146609,0.4913171505853391,2.5086828494146607,11.837081484705259,percent,False,28.0,Peta Murgatroyd,Actor/Actress,United States
17,5,Elizabeth Berkley Lauren,26.0,1171590.0150203847,25.93478213805491,1168681.2645744279,0.5086828494146609,0.4913171505853391,5.508682849414662,11.374429843955994,percent,False,39.0,Valentin Chmerkovskiy,Actor/Actress,United States
17,5,Leah Remini,22.0,991345.3973249412,22.053236650349525,993807.2935145947,0.5086828494146609,0.4913171505853391,8.508682849414662,9.672252913334408,percent,False,43.0,Tony Dovolani,Actor/Actress,United States
17,5,Corbin Bleu,28.0,1261712.3238681066,27.928404251016975,1258340.1707888616,0.5086828494146609,0.4913171505853391,1.0,12.247911533826812,percent,False,24.0,Karina Smirnoff,Actor/Actress,United States
17,5,Amber Riley,26.0,1171590.0150203847,25.811844145370003,1163009.6085747408,0.5086828494146609,0.4913171505853391,6.508682849414662,11.319863409297334,percent,False,27.0,Derek Hough,Actor/Actress,United States
17,5,Bill Engvall,24.0,1081467.7061726628,24.109450889783144,1086601.2761749697,0.5086828494146609,0.4913171505853391,7.508682849414661,10.574733936461703,percent,False,56.0,Emma Slater,Comedian,United States
17,5,Christina Milian,28.0,672341.0342607824,27.88389457393635,669519.7551214667,0.5086828494146609,0.4913171505853391,5.439220054097374,9.340699243301342,percent,True,31.0,Mark Ballas,Singer/Rapper,United States
17,5,"Nicole ""Snooki"" Polizzi",27.0,1216651.1694442455,26.967266128717945,1215046.7025560837,0.5086828494146609,0.4913171505853391,3.5086828494146607,11.826464112619814,percent,False,25.0,Sasha Farber,TV Personality,Chile
17,5,Jack Osbourne,27.0,1216651.1694442455,26.92163028087532,1213013.4723741133,0.5086828494146609,0.4913171505853391,4.508682849414661,11.806563522497328,percent,False,27.0,Cheryl Burke,TV Personality,England
17,7,Brant Daugherty,28.5,1355068.7722873152,28.49059400919622,1354515.7007383294,0.5108651808339151,0.489134819166085,3.0,13.214770394641558,percent,False,28.0,Peta Murgatroyd,Actor/Actress,United States
17,7,Elizabeth Berkley Lauren,27.0,1283749.363219562,26.93227375874933,1280562.1505556705,0.5108651808339151,0.489134819166085,5.510865180833916,12.492627270979822,percent,False,39.0,Valentin Chmerkovskiy,Actor/Actress,United States
17,7,Leah Remini,26.5,1259976.2268636443,26.564125965193746,1263105.23788275,0.5108651808339151,0.489134819166085,6.510865180833916,12.322093777683275,percent,False,43.0,Tony Dovolani,Actor/Actress,United States
17,7,Corbin Bleu,29.5,1402615.0449991508,29.424568764464315,1398866.304059149,0.5108651808339151,0.489134819166085,1.0,13.647715853152736,percent,False,24.0,Karina Smirnoff,Actor/Actress,United States
17,7,Amber Riley,29.5,1402615.0449991508,29.286515472631354,1392342.6741027,0.5108651808339151,0.489134819166085,2.0,13.583877535145481,percent,False,27.0,Derek Hough,Actor/Actress,United States
17,7,Bill Engvall,25.0,1188656.8177958906,25.11401134352411,1194299.198930386,0.5108651808339151,0.489134819166085,7.510865180833916,11.650154963028152,percent,False,56.0,Emma Slater,Comedian,United States
17,7,"Nicole ""Snooki"" Polizzi",27.0,752249.9575479709,26.967266128717945,751257.9228721171,0.5108651808339151,0.489134819166085,6.4674044574982545,9.908059245439903,percent,True,25.0,Sasha Farber,TV Personality,Chile
17,7,Jack Osbourne,28.5,1355068.7722873152,28.417276407590617,1351017.2168155615,0.5108651808339151,0.489134819166085,4.0,13.180700959929078,percent,False,27.0,Cheryl Burke,TV Personality,England
17,8,Brant Daugherty,27.0,689908.1548336378,26.991089061343786,689626.5687033577,0.5350727550965586,0.46492724490344134,5.929854489806882,10.74519909583502,percent,False,28.0,Peta Murgatroyd,Actor/Actress,United States
17,8,Elizabeth Berkley Lauren,25.0,804074.8215003045,24.937290517360488,802078.5148011722,0.5350727550965586,0.46492724490344134,6.0,10.695977004716422,percent,True,39.0,Valentin Chmerkovskiy,Actor/Actress,United States
17,8,Leah Remini,28.0,1306276.1576030152,28.067755736808486,1309520.149357772,0.5350727550965586,0.46492724490344134,3.464927244903441,13.933758183057721,percent,False,43.0,Tony Dovolani,Actor/Actress,United States
17,8,Corbin Bleu,30.0,2277131.483394599,29.92329026894676,2271045.440008708,0.5350727550965586,0.46492724490344134,1.0,18.931341979883637,percent,False,24.0,Karina Smirnoff,Actor/Actress,United States
17,8,Amber Riley,28.0,1886710.7903063127,27.797370618090778,1872893.0339080319,0.5350727550965586,0.46492724490344134,3.535072755096558,16.483073687496326,percent,False,27.0,Derek Hough,Actor/Actress,United States
17,8,Bill Engvall,24.0,914615.079298564,24.109450889783144,918956.6241342957,0.5350727550965586,0.46492724490344134,6.070145510193116,11.009496097269338,percent,False,56.0,Emma Slater,Comedian,United States
17,8,Jack Osbourne,30.0,2121283.513063566,29.912922534305913,2114941.032150227,0.5350727550965586,0.46492724490344134,2.0,18.20115395174153,percent,False,27.0,Cheryl Burke,TV Personality,England
17,9,Elizabeth Berkley Lauren,28.0,583333.3333333331,27.929765379443744,581885.0698011066,0.5212677082134376,0.4787322917865624,3.9149291671462496,12.047899663988282,percent,True,39.0,Valentin Chmerkovskiy,Actor/Actress,United States
17,9,Leah Remini,27.0,1963320.4633204632,27.065335889065327,1968196.1516332957,0.5212677082134376,0.4787322917865624,2.5212677082134376,18.40765331110611,percent,False,43.0,Tony Dovolani,Actor/Actress,United States
17,9,Corbin Bleu,29.0,2108751.6087516085,28.925847259981865,2103115.590860451,0.5212677082134376,0.4787322917865624,1.0,19.671213930465274,percent,False,24.0,Karina Smirnoff,Actor/Actress,United States
17,9,Amber Riley,25.5,1854247.1042471048,25.315462527189812,1840667.1030511905,0.5212677082134376,0.4787322917865624,4.521267708213438,17.216198417935047,percent,False,27.0,Derek Hough,Actor/Actress,United States
17,9,Bill Engvall,21.0,1527027.0270270272,21.09576952856025,1534275.6023602663,0.5212677082134376,0.4787322917865624,5.521267708213438,14.348535349185743,percent,False,56.0,Emma Slater,Comedian,United States
17,9,Jack Osbourne,27.0,1963320.4633204632,26.92163028087532,1957450.2802503116,0.5212677082134376,0.4787322917865624,3.5212677082134376,18.308499327319545,percent,False,27.0,Cheryl Burke,TV Personality,England
17,10,Leah Remini,32.5,1230769.2307692308,32.57864505165271,1233825.7094574354,0.511933093901497,0.488066906098503,4.488066906098503,15.578190920839543,percent,True,43.0,Tony Dovolani,Actor/Actress,United States
17,10,Corbin Bleu,37.5,2307692.3076923075,37.40411283618345,2301524.585007728,0.511933093901497,0.488066906098503,2.0,22.21281464361358,percent,False,24.0,Karina Smirnoff,Actor/Actress,United States
17,10,Amber Riley,39.5,2430769.23076923,39.2141478362352,2412966.938407425,0.511933093901497,0.488066906098503,1.0,23.288057393514485,percent,False,27.0,Derek Hough,Actor/Actress,United States
17,10,Bill Engvall,30.0,1846153.846153846,30.13681361222893,1854917.270110165,0.511933093901497,0.488066906098503,4.511933093901497,17.899789250167004,percent,False,56.0,Emma Slater,Comedian,United States
17,10,Jack Osbourne,35.5,2184615.3846153845,35.396958332261995,2178083.546087163,0.511933093901497,0.488066906098503,3.0,21.02114779186538,percent,False,27.0,Cheryl Burke,TV Personality,England
17,11,Corbin Bleu,29.6664,3303449.298240956,29.59054328115607,3294620.2359321713,0.546048665474141,0.45395133452585906,2.0,29.164882459182515,percent,False,24.0,Karina Smirnoff,Actor/Actress,United States
17,11,Amber Riley,31.3332,3978692.781764556,31.106449037527213,3949553.9185511353,0.546048665474141,0.45395133452585906,1.0,32.87533460596099,percent,False,27.0,Derek Hough,Actor/Actress,United States
17,11,Bill Engvall,25.4999,442076.9757497484,25.616191114349213,444175.45089465217,0.546048665474141,0.45395133452585906,4.0,14.269983223871957,percent,True,56.0,Emma Slater,Comedian,United States
17,11,Jack Osbourne,27.9999,2275780.9442447405,27.918627988943737,2268976.52743156,0.546048665474141,0.45395133452585906,3.0,23.68979971098454,percent,False,27.0,Cheryl Burke,TV Personality,England
18,1,Billy Dee Williams,15.0,406017.9598646541,15.111542138586303,409189.5821291384,0.5030907263230577,0.49690927367694226,11.503090726323059,4.057308779380401,percent,False,76.0,Emma Slater,Actor/Actress,United States
18,1,Danica McKellar,24.0,649628.7357834467,23.93979889666607,648015.8781705525,0.5030907263230577,0.49690927367694226,6.0,6.426494938538449,percent,False,39.0,Valentin Chmerkovskiy,Actor/Actress,United States
18,1,James Maslow,50.0,1353393.199548847,49.94758321103373,1351804.7795004041,0.5030907263230577,0.49690927367694226,4.0,13.407110997108202,percent,False,23.0,Peta Murgatroyd,Actor/Actress,United States
18,1,Candace Cameron Bure,50.99980000000001,1380455.6499670262,50.83209623506321,1375925.6913700255,0.5030907263230577,0.49690927367694226,3.0,13.645441183459155,percent,False,37.0,Mark Ballas,Actor/Actress,United States
18,1,Sean Avery,20.0,541357.2798195389,19.974676250167587,540655.1148042462,0.5030907263230577,0.49690927367694226,10.0,5.361929311473777,percent,False,33.0,Karina Smirnoff,Athlete,Canada
18,1,Diana Nyad,18.0,291666.6666666666,18.332669865043506,297134.5365324921,0.5030907263230577,0.49690927367694226,11.496909273676941,3.930351039079555,percent,True,64.0,Henry Byalikov,Athlete,United States
18,1,Charlie White,27.0,730832.3277563778,26.932419902959833,728932.3234162829,0.5030907263230577,0.49690927367694226,5.0,7.229400618101412,percent,False,26.0,Sharna Burgess,Athlete,United States
18,1,Amy Purdy,53.6666,1452640.2296581634,53.33183061877934,1443547.7635201726,0.5030907263230577,0.49690927367694226,2.0,14.316270116149129,percent,False,34.0,Derek Hough,Athlete,United States
18,1,Meryl Davis,54.0,1461664.655512755,53.849677652052996,1457468.0679409846,0.5030907263230577,0.49690927367694226,1.0,14.454799922916095,percent,False,27.0,Maksim Chmerkoskiy,Athlete,United States
18,1,Drew Carey,21.0,568425.1438105159,21.023312702612397,569156.4214221265,0.5030907263230577,0.49690927367694226,9.0,5.644007924035737,percent,False,55.0,Cheryl Burke,Comedian,United States
18,1,Cody Simpson,22.0,595493.0078014928,21.881344600336238,592173.2763246761,0.5030907263230577,0.49690927367694226,7.0,5.873302060978247,percent,False,17.0,Witney Carson,Singer/Rapper,Australia
18,1,NeNe Leakes,21.0,568425.1438105159,21.05987277049429,570097.9997378957,0.5030907263230577,0.49690927367694226,8.0,5.653583108779841,percent,False,46.0,Tony Dovolani,TV Personality,United States
18,2,Billy Dee Williams,15.0,152911.24185379615,15.111542138586303,154105.71290457208,0.5256815725000973,0.4743184274999027,11.0,3.9935154784582894,percent,True,76.0,Emma Slater,Actor/Actress,United States
18,2,Danica McKellar,24.0,946873.4591224836,23.93979889666607,944522.6208930888,0.5256815725000973,0.4743184274999027,4.948636854999805,9.656345766447224,percent,False,39.0,Valentin Chmerkovskiy,Actor/Actress,United States
18,2,James Maslow,25.0,1329151.563748082,24.973791605516865,1327591.5950767598,0.5256815725000973,0.4743184274999027,1.4743184274999028,11.700660286560876,percent,False,23.0,Peta Murgatroyd,Actor/Actress,United States
18,2,Candace Cameron Bure,21.0,1035089.13077843,20.93094523775245,1031692.4907583441,0.5256815725000973,0.4743184274999027,7.628407862500486,9.421500918202431,percent,False,37.0,Mark Ballas,Actor/Actress,United States
18,2,Sean Avery,21.0,670456.9834726724,20.973410062675967,669587.3702697058,0.5256815725000973,0.4743184274999027,9.474318427499902,7.709137876917487,percent,False,33.0,Karina Smirnoff,Athlete,Canada
18,2,Charlie White,25.0,1058616.289708074,24.93742583607392,1055864.1186990063,0.5256815725000973,0.4743184274999027,2.9486368549998057,10.400961628691487,percent,False,26.0,Sharna Burgess,Athlete,United States
18,2,Amy Purdy,24.0,1295823.9704619886,23.850289283291733,1287713.0594933485,0.5256815725000973,0.4743184274999027,4.051363145000194,11.26863268315149,percent,False,34.0,Derek Hough,Athlete,United States
18,2,Meryl Davis,25.0,1376201.1766162296,24.930406320394905,1372249.9633661443,0.5256815725000973,0.4743184274999027,2.051363145000195,11.90361391695811,percent,False,27.0,Maksim Chmerkoskiy,Athlete,United States
18,2,Drew Carey,21.0,682219.3866967318,21.023312702612397,683097.0603343785,0.5256815725000973,0.4743184274999027,8.474318427499902,7.784134181904599,percent,False,55.0,Cheryl Burke,Comedian,United States
18,2,Cody Simpson,22.0,770437.4108433488,21.881344600336238,766142.4060486889,0.5256815725000973,0.4743184274999027,6.474318427499902,8.364101298367059,percent,False,17.0,Witney Carson,Singer/Rapper,Australia
18,2,NeNe Leakes,21.0,682219.3866981625,21.05987277049429,684227.1352244872,0.5256815725000973,0.4743184274999027,7.474318427499902,7.79739596434095,percent,False,46.0,Tony Dovolani,TV Personality,United States
18,5,Danica McKellar,39.0,1264409.2219020172,38.90217320708236,1261270.0257319172,0.5079998383170934,0.4920001616829066,2.0,12.370062431208149,percent,False,39.0,Valentin Chmerkovskiy,Actor/Actress,United States
18,5,James Maslow,40.0,1296829.971181556,39.958066568826986,1295307.9369890294,0.5079998383170934,0.4920001616829066,1.0,12.7048485093419,percent,False,23.0,Peta Murgatroyd,Actor/Actress,United States
18,5,Candace Cameron Bure,35.0,1134726.2247838618,34.884908729587416,1131002.6261174905,0.5079998383170934,0.4920001616829066,7.0,11.0925527432582,percent,False,37.0,Mark Ballas,Actor/Actress,United States
18,5,Charlie White,37.0,1199567.7233429395,36.9073902373894,1196449.1094091712,0.5079998383170934,0.4920001616829066,3.0,11.735039658273031,percent,False,26.0,Sharna Burgess,Athlete,United States
18,5,Amy Purdy,37.0,1199567.7233429395,36.7691959784081,1192059.3061298977,0.5079998383170934,0.4920001616829066,4.0,11.691543899636315,percent,False,34.0,Derek Hough,Athlete,United States
18,5,Meryl Davis,36.0,1167146.9740634004,35.899785101368664,1163795.9766459623,0.5079998383170934,0.4920001616829066,6.0,11.414716747530091,percent,False,27.0,Maksim Chmerkoskiy,Athlete,United States
18,5,Drew Carey,28.0,907780.9798270894,28.031083603483193,908948.8379241878,0.5079998383170934,0.4920001616829066,8.507999838317094,8.913961721785018,percent,False,55.0,Cheryl Burke,Comedian,United States
18,5,Cody Simpson,34.0,662824.2074927955,33.81662347324691,659129.1206380671,0.5079998383170934,0.4920001616829066,8.492000161682906,8.597023692948666,percent,True,17.0,Witney Carson,Singer/Rapper,Australia
18,5,NeNe Leakes,36.0,1167146.9740634004,36.10263903513307,1170581.8480392362,0.5079998383170934,0.4920001616829066,5.0,11.480250596018639,percent,False,46.0,Tony Dovolani,TV Personality,United States
18,6,Danica McKellar,36.0,1245487.814550166,35.90969834499911,1242395.595267345,0.547075868617855,0.45292413138214505,4.4529241313821455,12.622761544887066,percent,False,39.0,Valentin Chmerkovskiy,Actor/Actress,United States
18,6,James Maslow,35.0,1495939.1680097722,34.96330824772361,1494183.4478195794,0.547075868617855,0.45292413138214505,4.09415173723571,13.582426418023395,percent,False,23.0,Peta Murgatroyd,Actor/Actress,United States
18,6,Candace Cameron Bure,32.0,731044.4886447287,31.89477369562278,728645.5696601128,0.547075868617855,0.45292413138214505,7.09415173723571,9.508930757762798,percent,False,37.0,Mark Ballas,Actor/Actress,United States
18,6,Charlie White,36.0,1286101.5476554215,35.909893203946446,1282757.964689066,0.547075868617855,0.45292413138214505,3.452924131382145,12.806124614027638,percent,False,26.0,Sharna Burgess,Athlete,United States
18,6,Amy Purdy,38.0,1985559.3801100056,37.76295803187858,1973131.2295879258,0.547075868617855,0.45292413138214505,2.0,16.301971208539275,percent,False,34.0,Derek Hough,Athlete,United States
18,6,Meryl Davis,40.0,2436823.9838061663,39.88865011263185,2429827.6148329796,0.547075868617855,0.45292413138214505,1.0,18.789452365655368,percent,False,27.0,Maksim Chmerkoskiy,Athlete,United States
18,6,Drew Carey,32.0,270758.2212503508,32.03552411826651,271106.5510656587,0.547075868617855,0.45292413138214505,7.4529241313821455,7.458154202780599,percent,True,55.0,Cheryl Burke,Comedian,United States
18,6,NeNe Leakes,33.0,548285.3959733885,33.09408578220532,549898.981305665,0.547075868617855,0.45292413138214505,6.4529241313821455,8.93017888832386,percent,False,46.0,Tony Dovolani,TV Personality,United States
18,7,Danica McKellar,36.0,1200653.2300804765,35.90969834499911,1197672.3233010897,0.5401905424064382,0.4598094575935618,4.459809457593561,13.209349172629464,percent,False,39.0,Valentin Chmerkovskiy,Actor/Actress,United States
18,7,James Maslow,35.0,1391048.078515446,34.96330824772361,1389415.4645367456,0.5401905424064382,0.4598094575935618,5.080381084812876,13.891237840182573,percent,False,23.0,Peta Murgatroyd,Actor/Actress,United States
18,7,Candace Cameron Bure,37.0,1541806.9166265992,36.87833208556384,1536747.484621627,0.5401905424064382,0.4598094575935618,3.0,14.98064813597161,percent,False,37.0,Mark Ballas,Actor/Actress,United States
18,7,Charlie White,35.5,1127992.3387586686,35.41114468722497,1125059.8051831292,0.5401905424064382,0.4598094575935618,5.459809457593561,12.767724818029773,percent,False,26.0,Sharna Burgess,Athlete,United States
18,7,Amy Purdy,37.5,1987488.15183668,37.26607700514334,1975047.928613284,0.5401905424064382,0.4598094575935618,2.0,17.08531309712977,percent,False,34.0,Derek Hough,Athlete,United States
18,7,Meryl Davis,39.0,2475910.155761036,38.891433859816054,2468801.5664212727,0.5401905424064382,0.4598094575935618,1.0,19.710619747923786,percent,False,27.0,Maksim Chmerkoskiy,Athlete,United States
18,7,NeNe Leakes,33.0,275101.1284210932,33.09408578220532,275910.7417155071,0.5401905424064382,0.4598094575935618,7.0,8.355107188133015,percent,True,46.0,Tony Dovolani,TV Personality,United States
18,8,Danica McKellar,38.0,925358.3372686716,37.904681586387944,923060.9154387722,0.5432489008783181,0.4567510991216819,4.370253297365045,13.371398687163495,percent,False,39.0,Valentin Chmerkovskiy,Actor/Actress,United States
18,8,James Maslow,36.0,1087757.304882816,35.96225991194429,1086480.6503884,0.5432489008783181,0.4567510991216819,4.0,13.652215217044944,percent,False,23.0,Peta Murgatroyd,Actor/Actress,United States
18,8,Candace Cameron Bure,36.0,1023853.9124899126,35.881620407575625,1020494.1407847751,0.5432489008783181,0.4567510991216819,5.543248900878318,13.330262850727745,percent,True,37.0,Mark Ballas,Actor/Actress,United States
18,8,Charlie White,40.0,2336439.361942871,39.89988133771827,2330365.1301944093,0.5432489008783181,0.4567510991216819,1.4567510991216819,20.304128057709505,percent,False,26.0,Sharna Burgess,Athlete,United States
18,8,Amy Purdy,40.0,3110518.3326954464,39.750482138819564,3091048.7613355177,0.5432489008783181,0.4567510991216819,1.5432489008783181,23.755378984706137,percent,False,34.0,Derek Hough,Athlete,United States
18,8,Meryl Davis,36.0,1516072.7507202826,35.899785101368664,1511719.95198524,0.5432489008783181,0.4567510991216819,4.086497801756636,15.58661620264817,percent,False,27.0,Maksim Chmerkoskiy,Athlete,United States
18,9,James Maslow,38.0,2173557.770877594,37.96016324038563,2171006.7585473554,0.5156897471600306,0.4843102528399694,3.0,20.831079266889283,percent,False,23.0,Peta Murgatroyd,Actor/Actress,United States
18,9,Candace Cameron Bure,36.0,2059159.9934629845,35.881620407575625,2052402.8698167375,0.5156897471600306,0.4843102528399694,4.515689747160031,19.691774255298085,percent,False,37.0,Mark Ballas,Actor/Actress,United States
18,9,Charlie White,38.0,1248570.0277823175,37.904887270832354,1245324.0185657004,0.5156897471600306,0.4843102528399694,4.484310252839969,16.318048698569434,percent,True,26.0,Sharna Burgess,Athlete,United States
18,9,Amy Purdy,39.0,2230756.6595848994,38.75672008534907,2216793.7533020778,0.5156897471600306,0.4843102528399694,2.0,21.26931931840968,percent,False,34.0,Derek Hough,Athlete,United States
18,9,Meryl Davis,40.0,2287955.5482922047,39.88865011263185,2281386.5957061835,0.5156897471600306,0.4843102528399694,1.0,21.88977846083352,percent,False,27.0,Maksim Chmerkoskiy,Athlete,United States
18,10,James Maslow,29.0,1605227.379120498,28.96959826239956,1603343.392004149,0.5159630823944146,0.4840369176055855,3.484036917605586,20.86877369516709,percent,True,23.0,Peta Murgatroyd,Actor/Actress,United States
18,10,Candace Cameron Bure,25.9998,2547818.154939893,25.91430428535791,2539457.5018795505,0.5159630823944146,0.4840369176055855,3.515963082394415,24.03727286484161,percent,False,37.0,Mark Ballas,Actor/Actress,United States
18,10,Amy Purdy,29.666600000000003,2907141.67321825,29.481541335487613,2888945.0911035584,0.5159630823944146,0.4840369176055855,2.0,27.345729612535138,percent,False,34.0,Derek Hough,Athlete,United States
